,path,ans
0,00000,5
1,00001,8
2,00002,1
3,00003,1
4,00010,9
5,00011,9
6,00012,9
7,00013,9
8,00020,1
9,00021,1
10,00022,1
11,00023,9
12,00030,6
13,00031,5
14,00032,9
15,00033,9
16,00100,9
17,00101,9
18,00102,9
19,00103,9
20,00110,9
21,00111,9
22,00112,1
23,00113,9
24,00120,6
25,00121,9
26,00122,9
27,00123,9
28,00130,9
29,00131,9
30,00132,7
31,00133,5
32,00200,2
33,00201,4
34,00202,3
35,00203,2
36,00210,3
37,00211,1
38,00212,3
39,00213,7
40,00220,5
41,00221,2
42,00222,11
43,00223,3
44,00230,3
45,00231,7
46,00232,2
47,00233,9
48,00300,5
49,00301,9
50,00302,5
51,00303,1
52,00310,5
53,00311,7
54,00312,1
55,00313,3
56,00320,7
57,00321,3
58,00322,4
59,00323,9
60,00330,5
61,00331,1
62,00332,4
63,00333,10
64,01000,9
65,01001,5
66,01002,5
67,01003,9
68,01010,9
69,01011,10
70,01012,9
71,01013,9
72,01020,1
73,01021,1
74,01022,0
75,01023,9
76,01030,1
77,01031,1
78,01032,6
79,01033,9
80,01100,9
81,01101,7
82,01102,9
83,01103,5
84,01110,11
85,01111,11
86,01112,11
87,01113,11
88,01120,9
89,01121,4
90,01122,4
91,01123,1
92,01130,11
93,01131,11
94,01132,1
95,01133,11
96,01200,7
97,01201,8
98,01202,9
99,01203,1
100,01210,6
101,01211,6
102,01212,1
103,01213,5
104,01220,1
105,01221,4
106,01222,1
107,01223,9
108,01230,1
109,01231,1
110,01232,2
111,01233,6
112,01300,1
113,01301,6
114,01302,1
115,01303,1
116,01310,5
117,01311,11
118,01312,9
119,01313,11
120,01320,6
121,01321,8
122,01322,8
123,01323,1
124,01330,1
125,01331,1
126,01332,1
127,01333,0
128,02000,2
129,02001,3
130,02002,3
131,02003,11
132,02010,3
133,02011,7
134,02012,3
135,02013,3
136,02020,4
137,02021,3
138,02022,2
139,02023,4
140,02030,2
141,02031,9
142,02032,2
143,02033,9
144,02100,9
145,02101,9
146,02102,7
147,02103,9
148,02110,4
149,02111,10
150,02112,4
151,02113,1
152,02120,9
153,02121,9
154,02122,9
155,02123,9
156,02130,9
157,02131,9
158,02132,9
159,02133,9
160,02200,9
161,02201,2
162,02202,4
163,02203,9
164,02210,4
165,02211,2
166,02212,11
167,02213,4
168,02220,2
169,02221,2
170,02222,3
171,02223,3
172,02230,4
173,02231,3
174,02232,11
175,02233,3
176,02300,4
177,02301,9
178,02302,6
179,02303,10
180,02310,9
181,02311,9
182,02312,9
183,02313,9
184,02320,4
185,02321,6
186,02322,3
187,02323,4
188,02330,9
189,02331,4
190,02332,4
191,02333,5
192,03000,1
193,03001,1
194,03002,9
195,03003,5
196,03010,1
197,03011,9
198,03012,9
199,03013,1
200,03020,9
201,03021,10
202,03022,9
203,03023,1
204,03030,1
205,03031,1
206,03032,9
207,03033,5
208,03100,1
209,03101,9
210,03102,1
211,03103,1
212,03110,5
213,03111,9
214,03112,1
215,03113,9
216,03120,10
217,03121,0
218,03122,4
219,03123,4
220,03130,8
221,03131,8
222,03132,4
223,03133,8
224,03200,9
225,03201,9
226,03202,9
227,03203,9
228,03210,9
229,03211,9
230,03212,4
231,03213,9
232,03220,4
233,03221,9
234,03222,9
235,03223,7
236,03230,7
237,03231,4
238,03232,4
239,03233,7
240,03300,9
241,03301,9
242,03302,9
243,03303,9
244,03310,9
245,03311,9
246,03312,5
247,03313,1
248,03320,9
249,03321,8
250,03322,7
251,03323,3
252,03330,4
253,03331,1
254,03332,9
255,03333,1
256,10000,11
257,10001,3
258,10002,11
259,10003,3
260,10010,4
261,10011,4
262,10012,3
263,10013,4
264,10020,11
265,10021,5
266,10022,11
267,10023,2
268,10030,3
269,10031,4
270,10032,4
271,10033,5
272,10100,4
273,10101,9
274,10102,6
275,10103,4
276,10110,9
277,10111,9
278,10112,9
279,10113,9
280,10120,6
281,10121,4
282,10122,4
283,10123,6
284,10130,7
285,10131,4
286,10132,3
287,10133,7
288,10200,11
289,10201,3
290,10202,11
291,10203,11
292,10210,9
293,10211,4
294,10212,11
295,10213,3
296,10220,11
297,10221,11
298,10222,2
299,10223,11
300,10230,11
301,10231,3
302,10232,11
303,10233,11
304,10300,7
305,10301,9
306,10302,7
307,10303,4
308,10310,3
309,10311,3
310,10312,6
311,10313,9
312,10320,7
313,10321,4
314,10322,11
315,10323,7
316,10330,1
317,10331,1
318,10332,4
319,10333,9
320,11000,10
321,11001,9
322,11002,9
323,11003,6
324,11010,6
325,11011,9
326,11012,0
327,11013,7
328,11020,6
329,11021,9
330,11022,9
331,11023,9
332,11030,4
333,11031,7
334,11032,7
335,11033,7
336,11100,9
337,11101,9
338,11102,4
339,11103,9
340,11110,9
341,11111,9
342,11112,9
343,11113,9
344,11120,7
345,11121,1
346,11122,5
347,11123,5
348,11130,9
349,11131,1
350,11132,0
351,11133,4
352,11200,9
353,11201,4
354,11202,4
355,11203,7
356,11210,3
357,11211,3
358,11212,9
359,11213,9
360,11220,9
361,11221,4
362,11222,3
363,11223,9
364,11230,9
365,11231,6
366,11232,9
367,11233,9
368,11300,9
369,11301,1
370,11302,3
371,11303,1
372,11310,1
373,11311,9
374,11312,1
375,11313,4
376,11320,4
377,11321,4
378,11322,3
379,11323,6
380,11330,9
381,11331,9
382,11332,9
383,11333,9
384,12000,1
385,12001,11
386,12002,1
387,12003,7
388,12010,11
389,12011,11
390,12012,4
391,12013,11
392,12020,9
393,12021,9
394,12022,4
395,12023,4
396,12030,4
397,12031,3
398,12032,4
399,12033,1
400,12100,11
401,12101,11
402,12102,11
403,12103,11
404,12110,11
405,12111,3
406,12112,11
407,12113,4
408,12120,11
409,12121,11
410,12122,3
411,12123,11
412,12130,11
413,12131,11
414,12132,11
415,12133,11
416,12200,4
417,12201,1
418,12202,4
419,12203,9
420,12210,1
421,12211,4
422,12212,9
423,12213,9
424,12220,9
425,12221,1
426,12222,9
427,12223,10
428,12230,10
429,12231,10
430,12232,10
431,12233,9
432,12300,7
433,12301,11
434,12302,7
435,12303,7
436,12310,11
437,12311,11
438,12312,11
439,12313,11
440,12320,4
441,12321,4
442,12322,1
443,12323,3
444,12330,2
445,12331,11
446,12332,4
447,12333,4
448,13000,5
449,13001,2
450,13002,4
451,13003,3
452,13010,2
453,13011,9
454,13012,7
455,13013,3
456,13020,4
457,13021,4
458,13022,11
459,13023,3
460,13030,5
461,13031,1
462,13032,3
463,13033,3
464,13100,3
465,13101,9
466,13102,5
467,13103,9
468,13110,9
469,13111,3
470,13112,9
471,13113,9
472,13120,9
473,13121,10
474,13122,9
475,13123,9
476,13130,9
477,13131,7
478,13132,4
479,13133,9
480,13200,11
481,13201,3
482,13202,11
483,13203,11
484,13210,3
485,13211,3
486,13212,3
487,13213,9
488,13220,11
489,13221,11
490,13222,11
491,13223,11
492,13230,5
493,13231,3
494,13232,11
495,13233,4
496,13300,9
497,13301,9
498,13302,9
499,13303,9
500,13310,3
501,13311,8
502,13312,4
503,13313,9
504,13320,9
505,13321,9
506,13322,4
507,13323,9
508,13330,9
509,13331,9
510,13332,9
511,13333,9
512,20000,3
513,20001,3
514,20002,5
515,20003,11
516,20010,3
517,20011,4
518,20012,3
519,20013,2
520,20020,3
521,20021,4
522,20022,11
523,20023,11
524,20030,3
525,20031,3
526,20032,11
527,20033,11
528,20100,3
529,20101,3
530,20102,11
531,20103,1
532,20110,2
533,20111,4
534,20112,2
535,20113,2
536,20120,11
537,20121,4
538,20122,9
539,20123,7
540,20130,9
541,20131,2
542,20132,4
543,20133,5
544,20200,11
545,20201,11
546,20202,11
547,20203,11
548,20210,11
549,20211,11
550,20212,11
551,20213,11
552,20220,11
553,20221,11
554,20222,3
555,20223,4
556,20230,11
557,20231,11
558,20232,3
559,20233,3
560,20300,11
561,20301,11
562,20302,11
563,20303,11
564,20310,11
565,20311,5
566,20312,11
567,20313,11
568,20320,11
569,20321,11
570,20322,3
571,20323,11
572,20330,11
573,20331,11
574,20332,11
575,20333,11
576,21000,9
577,21001,9
578,21002,2
579,21003,9
580,21010,7
581,21011,9
582,21012,9
583,21013,4
584,21020,2
585,21021,5
586,21022,5
587,21023,5
588,21030,5
589,21031,9
590,21032,9
591,21033,9
592,21100,3
593,21101,9
594,21102,9
595,21103,9
596,21110,9
597,21111,9
598,21112,10
599,21113,9
600,21120,9
601,21121,4
602,21122,9
603,21123,7
604,21130,1
605,21131,9
606,21132,9
607,21133,9
608,21200,4
609,21201,7
610,21202,11
611,21203,4
612,21210,9
613,21211,6
614,21212,4
615,21213,9
616,21220,11
617,21221,4
618,21222,11
619,21223,11
620,21230,7
621,21231,4
622,21232,11
623,21233,3
624,21300,9
625,21301,9
626,21302,9
627,21303,9
628,21310,9
629,21311,9
630,21312,9
631,21313,9
632,21320,9
633,21321,9
634,21322,9
635,21323,9
636,21330,4
637,21331,9
638,21332,4
639,21333,9
640,22000,4
641,22001,1
642,22002,10
643,22003,10
644,22010,9
645,22011,4
646,22012,9
647,22013,9
648,22020,4
649,22021,8
650,22022,10
651,22023,9
652,22030,4
653,22031,9
654,22032,9
655,22033,9
656,22100,3
657,22101,4
658,22102,10
659,22103,1
660,22110,3
661,22111,11
662,22112,9
663,22113,2
664,22120,10
665,22121,9
666,22122,9
667,22123,9
668,22130,1
669,22131,4
670,22132,9
671,22133,3
672,22200,9
673,22201,9
674,22202,9
675,22203,9
676,22210,9
677,22211,9
678,22212,9
679,22213,9
680,22220,10
681,22221,9
682,22222,10
683,22223,10
684,22230,10
685,22231,10
686,22232,9
687,22233,9
688,22300,9
689,22301,9
690,22302,9
691,22303,9
692,22310,9
693,22311,9
694,22312,9
695,22313,9
696,22320,9
697,22321,9
698,22322,9
699,22323,9
700,22330,9
701,22331,9
702,22332,9
703,22333,9
704,23000,11
705,23001,11
706,23002,11
707,23003,11
708,23010,11
709,23011,11
710,23012,11
711,23013,11
712,23020,1
713,23021,11
714,23022,3
715,23023,3
716,23030,11
717,23031,11
718,23032,11
719,23033,11
720,23100,9
721,23101,4
722,23102,11
723,23103,3
724,23110,9
725,23111,9
726,23112,9
727,23113,3
728,23120,11
729,23121,11
730,23122,11
731,23123,11
732,23130,4
733,23131,4
734,23132,11
735,23133,11
736,23200,1
737,23201,3
738,23202,9
739,23203,9
740,23210,3
741,23211,11
742,23212,9
743,23213,3
744,23220,9
745,23221,4
746,23222,9
747,23223,9
748,23230,9
749,23231,9
750,23232,9
751,23233,4
752,23300,11
753,23301,11
754,23302,11
755,23303,11
756,23310,11
757,23311,11
758,23312,11
759,23313,11
760,23320,10
761,23321,4
762,23322,2
763,23323,4
764,23330,4
765,23331,3
766,23332,4
767,23333,9
768,30000,9
769,30001,10
770,30002,10
771,30003,10
772,30010,9
773,30011,10
774,30012,10
775,30013,9
776,30020,9
777,30021,10
778,30022,4
779,30023,9
780,30030,9
781,30031,1
782,30032,9
783,30033,1
784,30100,9
785,30101,3
786,30102,9
787,30103,9
788,30110,9
789,30111,4
790,30112,9
791,30113,9
792,30120,10
793,30121,10
794,30122,9
795,30123,4
796,30130,10
797,30131,10
798,30132,9
799,30133,9
800,30200,9
801,30201,9
802,30202,9
803,30203,4
804,30210,9
805,30211,4
806,30212,9
807,30213,9
808,30220,9
809,30221,9
810,30222,9
811,30223,9
812,30230,3
813,30231,3
814,30232,4
815,30233,3
816,30300,4
817,30301,4
818,30302,3
819,30303,4
820,30310,9
821,30311,4
822,30312,7
823,30313,7
824,30320,3
825,30321,5
826,30322,9
827,30323,4
828,30330,4
829,30331,11
830,30332,7
831,30333,11
832,31000,11
833,31001,11
834,31002,9
835,31003,11
836,31010,11
837,31011,4
838,31012,4
839,31013,5
840,31020,9
841,31021,0
842,31022,9
843,31023,11
844,31030,0
845,31031,5
846,31032,10
847,31033,10
848,31100,4
849,31101,1
850,31102,0
851,31103,9
852,31110,4
853,31111,9
854,31112,9
855,31113,9
856,31120,1
857,31121,9
858,31122,10
859,31123,9
860,31130,9
861,31131,9
862,31132,9
863,31133,10
864,31200,4
865,31201,11
866,31202,11
867,31203,11
868,31210,9
869,31211,10
870,31212,9
871,31213,9
872,31220,11
873,31221,11
874,31222,11
875,31223,11
876,31230,9
877,31231,10
878,31232,8
879,31233,9
880,31300,10
881,31301,9
882,31302,9
883,31303,10
884,31310,9
885,31311,10
886,31312,9
887,31313,10
888,31320,9
889,31321,10
890,31322,9
891,31323,9
892,31330,10
893,31331,10
894,31332,9
895,31333,9
896,32000,9
897,32001,9
898,32002,5
899,32003,5
900,32010,4
901,32011,3
902,32012,3
903,32013,3
904,32020,3
905,32021,9
906,32022,3
907,32023,11
908,32030,4
909,32031,3
910,32032,11
911,32033,11
912,32100,4
913,32101,4
914,32102,11
915,32103,11
916,32110,11
917,32111,11
918,32112,11
919,32113,11
920,32120,11
921,32121,11
922,32122,11
923,32123,11
924,32130,11
925,32131,11
926,32132,11
927,32133,11
928,32200,11
929,32201,11
930,32202,11
931,32203,11
932,32210,11
933,32211,11
934,32212,11
935,32213,11
936,32220,3
937,32221,11
938,32222,4
939,32223,5
940,32230,11
941,32231,5
942,32232,5
943,32233,5
944,32300,11
945,32301,11
946,32302,11
947,32303,11
948,32310,11
949,32311,5
950,32312,5
951,32313,5
952,32320,5
953,32321,5
954,32322,9
955,32323,4
956,32330,5
957,32331,9
958,32332,10
959,32333,10
960,33000,11
961,33001,9
962,33002,11
963,33003,4
964,33010,9
965,33011,4
966,33012,6
967,33013,5
968,33020,11
969,33021,1
970,33022,11
971,33023,3
972,33030,9
973,33031,9
974,33032,9
975,33033,9
976,33100,5
977,33101,4
978,33102,4
979,33103,1
980,33110,9
981,33111,9
982,33112,9
983,33113,9
984,33120,4
985,33121,6
986,33122,9
987,33123,9
988,33130,9
989,33131,9
990,33132,9
991,33133,9
992,33200,4
993,33201,2
994,33202,5
995,33203,1
996,33210,5
997,33211,9
998,33212,1
999,33213,4
1000,33220,4
1001,33221,9
1002,33222,3
1003,33223,3
1004,33230,9
1005,33231,10
1006,33232,10
1007,33233,9
1008,33300,5
1009,33301,10
1010,33302,10
1011,33303,8
1012,33310,8
1013,33311,8
1014,33312,8
1015,33313,5
1016,33320,9
1017,33321,10
1018,33322,3
1019,33323,10
1020,33330,1
1021,33331,9
1022,33332,1
1023,33333,1
